,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
6177,2,33,3,1,3,3251.0,1937,0.685,85,0.809,0.596,0,6,1,4,0
6178,2,27,3,1,2,4009.0,1361,0.886,80,0.86,0.339,0,3,1,5,0
6179,4,39,3,2,2,3411.0,1472,0.585,55,0.618,0.432,0,6,1,4,0
6180,5,36,6,1,2,15525.0,1299,0.452,78,0.95,0.084,1,4,2,1,3
6181,4,29,6,3,0,2118.0,1189,1.158,60,0.818,0.561,0,2,2,4,0
6182,3,25,6,2,2,2275.0,1468,0.757,88,0.692,0.645,0,2,1,1,0
6183,1,48,5,2,0,2601.0,1888,0.773,62,0.771,0.726,0,0,2,4,0
6184,3,41,6,3,3,4642.0,2413,0.797,72,0.674,0.52,1,3,2,3,0
6185,0,46,6,4,3,1438.3,0,0.808,82,0.822,0.0,1,1,2,4,0
6186,2,36,3,2,2,1858.0,1071,0.611,66,0.535,0.576,0,6,2,4,0
6187,1,52,5,3,3,2636.0,1619,0.565,83,0.627,0.614,0,2,2,4,0
6188,3,42,4,3,3,3743.0,881,0.77,71,0.821,0.235,0,1,2,1,0
6189,1,41,6,1,3,1438.3,0,0.53,82,1.05,0.0,0,2,2,4,0
6190,0,47,1,3,4,4130.0,0,0.814,57,0.781,0.0,0,3,1,4,0
6191,3,36,3,3,3,10960.0,1333,0.678,62,0.632,0.122,1,5,3,1,0
6192,3,33,3,2,0,3900.0,0,1.092,81,0.8,0.0,0,4,1,1,0
6193,1,31,6,3,3,6236.0,1204,0.817,84,0.826,0.193,1,5,1,4,0
6194,3,23,5,1,0,2591.0,0,0.61,67,0.763,0.0,0,2,2,5,0
6195,2,36,1,3,3,1615.0,950,0.507,43,0.387,0.588,0,1,1,4,0
6196,3,36,5,1,2,8332.0,0,0.92,78,1.0,0.0,0,2,2,5,0
6197,1,38,5,5,2,2033.0,1037,1.064,82,0.708,0.51,0,2,1,4,0
6198,2,48,3,2,3,8082.0,1138,0.723,59,0.788,0.141,1,6,2,3,0
6199,3,51,6,2,3,1511.0,0,0.678,87,0.706,0.0,0,3,1,4,0
6200,4,36,5,2,2,11536.0,2074,0.549,81,0.723,0.18,0,2,0,5,0
6201,1,55,3,3,2,4010.0,1504,0.766,61,0.564,0.375,0,3,2,4,0
6202,2,44,5,2,3,1669.0,1000,0.717,69,0.971,0.599,0,5,1,4,0
6203,3,49,5,1,2,11905.0,0,0.881,65,1.167,0.0,0,2,1,5,0
6204,1,36,6,3,3,3052.0,0,0.868,47,0.469,0.0,0,0,1,4,0
6205,2,36,5,1,2,2712.0,1617,0.715,73,0.738,0.596,0,2,3,4,0
6206,0,30,3,2,3,1978.0,871,0.636,59,0.844,0.44,0,0,1,4,0
6207,3,27,4,2,0,1438.3,687,0.778,73,1.147,0.478,0,0,1,4,0
6208,1,46,3,3,3,1606.0,0,0.855,76,0.652,0.0,0,2,1,4,0
6209,1,29,3,3,2,2406.0,1705,0.624,89,0.816,0.709,0,1,1,4,0
6210,4,36,6,2,3,5877.0,1160,0.446,83,0.729,0.197,1,6,2,3,0
6211,2,41,3,3,3,2796.0,0,0.729,35,0.75,0.0,0,2,1,4,0
6212,1,40,4,1,2,2876.0,1267,0.617,74,0.51,0.441,0,4,1,5,0
6213,1,26,5,2,4,3554.0,0,0.782,44,0.63,0.0,0,3,2,4,0
6214,2,36,4,3,2,9505.0,2390,0.727,68,0.619,0.251,0,6,2,4,0
6215,3,21,2,2,2,1576.0,0,0.789,56,1.0,0.0,0,3,2,4,0
6216,4,36,6,3,2,1438.3,0,0.651,89,0.648,0.0,0,0,1,4,0
6217,3,26,4,2,1,2973.0,1136,0.729,87,0.776,0.382,1,5,2,2,0
6218,4,25,4,2,3,1438.3,0,0.628,42,0.5,0.0,0,2,2,4,0
6219,1,30,4,2,3,5647.0,1175,0.802,76,0.81,0.208,0,5,2,5,0
6220,1,35,6,3,2,1766.0,0,0.779,87,0.673,0.0,0,3,3,1,0
6221,2,40,3,2,3,1606.0,0,0.824,68,0.744,0.0,0,2,3,4,0
6222,0,34,4,3,3,2223.0,632,0.665,49,0.581,0.284,0,3,3,4,0
6223,4,36,6,3,3,2896.0,0,0.961,85,0.889,0.0,0,4,2,1,0
6224,3,43,6,1,3,2157.0,1494,0.765,69,0.605,0.693,1,2,1,2,0
6225,3,42,1,3,3,3802.0,1558,0.489,43,0.593,0.41,0,1,0,5,0
6226,1,36,3,3,2,13840.0,1079,0.947,74,0.805,0.078,1,0,1,2,0
6227,2,28,6,1,2,2169.0,1602,0.668,78,0.814,0.739,0,6,3,4,0
6228,3,34,6,3,0,4862.0,0,0.695,86,0.593,0.0,0,6,2,4,0
6229,5,36,4,1,2,2289.0,1037,0.504,72,0.5,0.453,0,2,1,4,0
6230,3,36,6,1,3,22651.0,1085,0.81,72,0.674,0.048,1,6,1,2,0
6231,4,36,4,3,2,2406.0,1744,0.694,88,0.692,0.725,0,6,3,4,0
6232,3,36,2,3,3,3022.0,895,0.95,38,0.9,0.296,1,1,1,3,0
6233,3,38,6,1,2,12935.0,1417,0.738,61,0.743,0.11,1,1,1,3,0
6234,4,40,5,4,3,1438.3,0,0.605,41,0.64,0.0,0,6,2,4,0
6235,1,41,4,3,3,1438.3,522,0.383,37,0.37,0.363,0,5,1,1,0
6236,3,26,6,2,2,2256.0,1346,0.911,76,0.81,0.597,0,4,2,4,0
6237,3,36,5,3,1,1516.0,0,0.737,54,0.385,0.0,0,2,2,4,0
6238,3,33,3,2,2,2485.0,1651,1.1,86,0.83,0.664,0,6,3,1,0
6239,2,36,5,2,2,1820.0,909,0.737,67,0.763,0.499,0,6,2,4,0
6240,2,47,4,3,3,2156.0,1134,0.669,77,0.711,0.526,0,2,1,5,0
6241,5,30,6,3,2,5826.0,1482,0.729,76,0.767,0.254,1,4,2,2,0
6242,1,30,5,2,2,10190.0,891,0.678,59,0.967,0.087,0,2,2,4,3
6243,3,28,5,2,2,2035.0,1174,0.876,77,0.638,0.577,0,2,2,4,0
6244,2,33,1,3,3,1833.0,0,0.549,31,0.292,0.0,0,0,2,4,0
6245,3,49,3,3,3,1623.0,0,1.058,74,0.805,0.0,1,5,2,2,0
6246,0,16,6,1,3,1835.0,1647,0.513,44,0.63,0.898,0,6,2,4,0
6247,4,40,4,2,2,4490.0,1989,0.604,70,0.795,0.443,0,3,1,4,0
6248,3,34,6,3,2,11062.0,0,0.761,72,0.8,0.0,1,2,0,2,0
6249,0,36,5,3,3,1574.0,0,0.582,59,0.788,0.0,0,2,2,4,0
6250,2,36,3,2,2,2370.0,1490,0.63,80,0.86,0.629,0,0,2,4,0
6251,2,18,6,2,0,2658.0,0,0.891,83,0.93,0.0,0,0,2,4,0
6252,3,36,3,2,3,2300.0,0,0.703,47,0.119,0.0,0,2,1,4,0
6253,2,36,5,2,3,2368.0,1244,0.935,71,0.868,0.525,0,2,2,4,0
6254,0,36,6,2,3,2883.0,1936,0.861,53,0.656,0.672,0,3,1,1,0
6255,2,38,4,3,2,3264.0,2042,0.752,75,0.705,0.626,0,0,0,5,0
6256,3,41,3,2,2,1937.0,916,0.807,89,0.78,0.473,0,6,2,4,0
6257,4,30,5,2,2,2166.0,1465,0.857,82,0.673,0.676,0,6,1,1,0
6258,5,34,5,1,3,7135.0,1164,1.127,81,1.189,0.163,0,2,1,1,0
6259,2,43,5,3,2,1438.3,787,0.737,79,0.756,0.547,0,2,2,4,0
6260,3,42,6,1,1,3743.0,2090,0.969,67,0.718,0.558,0,3,2,1,0
6261,0,36,6,3,1,5190.0,1682,0.888,81,0.8,0.324,0,5,0,5,0
6262,2,32,5,3,3,6059.0,1171,0.678,70,0.667,0.193,1,1,1,1,0
6263,4,36,4,2,3,2577.0,1450,0.747,83,0.766,0.563,0,5,2,4,0
6264,2,36,5,1,3,3761.0,2121,0.694,79,0.927,0.564,0,3,1,4,0
6265,3,36,2,3,3,1572.0,0,0.74,41,0.577,0.0,0,3,1,4,0
6266,1,36,3,1,1,1637.0,0,0.889,70,0.795,0.0,0,6,1,1,0
6267,2,36,5,3,2,28600.0,0,0.506,66,0.61,0.0,1,6,1,0,0
6268,4,35,3,3,1,4402.0,1524,0.628,57,0.9,0.346,1,3,1,4,0
6269,1,32,6,1,3,2652.0,1911,0.831,79,0.881,0.721,0,2,3,4,0
6270,2,36,6,2,3,6602.0,0,0.743,82,0.822,0.0,0,0,1,1,0
6271,2,18,4,1,3,1900.0,0,0.776,46,0.353,0.0,0,1,2,1,0
6272,4,44,4,2,3,3455.0,1385,0.773,82,0.745,0.401,0,1,2,1,0
6273,3,30,5,3,3,18123.0,1775,0.593,80,0.86,0.098,1,3,2,2,0
6274,4,26,4,1,3,2295.0,1250,0.912,69,0.643,0.545,0,4,0,4,0
6275,3,19,5,2,2,1518.0,1115,0.705,65,0.857,0.735,1,2,1,3,0
6276,2,36,3,1,1,2723.0,1902,0.723,84,0.75,0.698,0,2,3,4,0
6277,0,27,3,1,3,1776.0,691,0.878,84,0.826,0.389,0,0,1,4,0
6278,3,33,3,3,1,1968.0,1270,0.975,84,0.826,0.645,0,3,1,4,0
6279,1,41,5,1,1,1860.0,1054,0.963,73,0.973,0.567,0,2,2,4,0
6280,3,40,3,2,3,2684.0,2126,0.69,75,0.875,0.792,0,2,0,4,0
6281,2,43,3,1,3,2180.0,1865,0.748,77,0.51,0.856,0,2,2,1,0
6282,2,34,1,3,4,1661.0,0,0.786,49,0.75,0.0,0,3,2,4,0
6283,0,36,4,1,2,1679.0,0,0.658,81,0.761,0.0,0,5,2,4,0
6284,2,25,5,2,3,1691.0,0,0.865,63,0.703,0.0,0,4,1,4,0
6285,2,35,4,2,3,2888.0,1641,0.976,61,1.179,0.568,0,4,2,4,0
6286,1,46,5,3,1,1871.0,1339,0.79,90,0.731,0.716,0,3,1,1,0
6287,2,34,5,1,3,3226.0,2517,0.818,81,0.884,0.78,0,3,3,4,0
6288,5,31,3,3,1,12114.0,1379,0.676,90,0.837,0.114,1,6,1,3,0
6289,3,36,6,3,1,4959.0,1483,0.902,71,0.614,0.299,0,4,1,4,0
6290,4,36,3,2,3,10374.0,599,0.635,63,0.853,0.058,1,5,2,3,0
6291,1,35,3,3,2,1438.3,1080,0.802,79,0.717,0.751,0,5,1,4,0
6292,2,32,5,3,3,1486.0,849,0.621,43,0.87,0.571,0,5,2,5,0
6293,3,33,3,3,3,2542.0,0,0.587,73,0.78,0.0,0,2,1,5,0
6294,2,36,5,3,3,1931.0,0,0.862,40,0.6,0.0,1,6,2,4,0
6295,3,39,3,3,4,1644.0,500,0.784,45,0.406,0.304,0,1,2,4,0
6296,2,36,4,1,3,2283.0,0,0.899,66,0.886,0.0,0,4,2,1,0
6297,1,36,3,2,2,4943.0,1204,0.417,82,0.783,0.244,0,1,3,4,0
6298,2,36,5,3,4,1438.3,0,0.602,54,0.588,0.0,1,1,3,1,0
6299,3,28,3,1,3,1438.3,0,0.83,54,0.636,0.0,0,0,2,4,0
6300,2,45,4,2,3,1438.3,0,0.744,80,0.818,0.0,0,0,0,4,0
6301,0,36,4,3,4,1760.0,0,0.457,46,0.643,0.0,0,3,2,4,0
6302,3,39,4,4,3,1852.0,0,0.801,82,0.783,0.0,0,6,2,4,0
6303,2,25,3,2,3,2049.0,1530,1.344,70,0.628,0.747,1,3,1,2,0
6304,3,43,3,3,3,1670.0,0,0.707,37,0.321,0.0,0,3,1,4,0
6305,3,29,4,2,3,1511.0,864,0.712,64,0.829,0.572,0,6,0,4,0
6306,1,36,4,2,1,6018.0,0,0.703,78,0.857,0.0,1,6,2,3,0
6307,0,48,4,2,2,3030.0,1251,0.694,71,0.775,0.413,0,4,2,4,0
6308,4,39,3,1,3,2755.0,1483,0.806,75,0.63,0.538,0,3,2,4,0
6309,4,37,6,2,2,8783.0,2142,0.662,83,0.766,0.244,1,3,2,3,0
6310,1,36,4,3,1,1861.0,1677,0.742,94,0.679,0.901,1,2,2,4,0
6311,2,40,6,4,3,13709.0,813,0.65,40,0.6,0.059,1,3,1,0,0
6312,3,41,5,3,2,4710.0,0,0.717,43,0.955,0.0,0,6,3,4,0
6313,4,39,6,3,2,17285.0,1853,0.882,60,0.714,0.107,1,2,1,3,0
6314,3,40,5,2,3,1438.3,661,0.573,87,0.812,0.46,0,5,2,4,0
6315,2,44,6,3,2,7866.0,0,0.76,55,0.719,0.0,1,2,2,2,0
6316,1,36,4,3,1,2190.0,1299,0.938,77,0.711,0.593,0,3,1,4,0
6317,4,30,4,1,3,4829.0,1153,0.534,65,0.97,0.239,0,2,1,4,0
6318,3,36,5,1,1,3210.0,2081,0.615,62,0.938,0.648,1,2,0,3,0
6319,0,32,6,3,3,1755.0,750,0.659,79,0.837,0.427,0,2,2,4,0
6320,4,37,4,1,1,1438.3,703,0.865,80,0.951,0.489,0,2,2,1,0
6321,3,26,6,2,1,14485.0,2124,0.527,87,0.776,0.147,1,5,3,2,0
6322,5,36,4,3,2,6043.0,0,0.627,78,0.529,0.0,1,4,1,1,0
6323,2,35,5,3,2,6348.0,0,0.4,39,0.393,0.0,1,5,2,2,0
6324,0,48,3,3,1,1438.3,0,0.618,75,0.5,0.0,0,3,1,4,0
6325,3,36,4,2,3,17239.0,0,0.393,38,0.357,0.0,1,2,1,2,0
6326,3,36,5,2,3,18432.0,484,0.557,45,0.552,0.026,0,2,1,5,0
6327,1,32,6,2,2,1636.0,1135,0.754,85,0.809,0.694,0,5,2,4,0
6328,3,33,6,1,3,7951.0,1456,0.882,65,0.512,0.183,0,2,1,5,0
6329,3,34,5,3,3,14201.0,0,0.574,47,0.679,0.0,1,2,1,2,0
6330,0,42,4,3,2,2723.0,1544,0.794,70,1.258,0.567,0,2,3,1,0
6331,1,44,5,2,2,2019.0,991,0.799,59,0.967,0.491,0,2,2,4,0
6332,3,25,5,1,2,10305.0,1870,0.722,63,0.8,0.181,0,3,2,5,0
6333,3,32,4,3,3,3114.0,2208,0.824,86,0.686,0.709,1,6,1,1,0
6334,3,28,6,2,2,4323.0,0,0.817,38,0.727,0.0,1,2,3,1,0
6335,2,36,3,2,2,3647.0,2517,0.842,58,0.933,0.69,0,6,2,4,0
6336,2,35,5,2,2,1849.0,1293,0.835,71,0.972,0.699,1,3,2,2,0
6337,1,47,3,3,1,2540.0,1859,0.768,80,0.702,0.732,1,2,1,3,0
6338,5,31,6,3,2,4972.0,0,0.719,72,0.756,0.0,0,3,2,5,0
6339,2,47,3,3,1,13565.0,0,0.56,69,0.917,0.0,0,2,2,4,3
6340,2,29,3,2,2,6332.0,318,0.783,43,0.536,0.05,1,5,1,2,0
6341,2,36,4,3,2,6062.0,761,0.307,66,0.375,0.126,1,3,1,2,0
6342,3,29,4,2,2,2897.0,638,1.041,75,0.786,0.22,0,4,1,4,0
6343,4,36,4,5,0,13407.0,1341,0.928,84,0.615,0.1,1,3,2,2,0
6344,2,40,5,2,2,6610.0,1663,0.813,83,0.766,0.252,0,2,2,5,0
6345,4,36,5,3,4,1438.3,0,0.98,43,0.72,0.0,1,5,1,3,0
6346,5,34,4,1,2,2030.0,1269,0.646,88,0.725,0.625,0,3,1,4,0
6347,1,43,1,2,3,3146.0,0,0.414,38,0.31,0.0,1,3,1,1,0
6348,0,30,5,3,2,5302.0,2414,0.779,74,0.682,0.455,1,2,1,3,0
6349,2,45,6,2,3,3185.0,1820,0.965,81,1.025,0.571,0,6,2,4,0
6350,3,36,4,3,2,4328.0,1749,0.806,72,1.0,0.404,0,4,1,4,0
6351,3,45,3,3,3,2238.0,1300,1.071,79,0.756,0.581,0,5,1,4,0
6352,4,36,4,3,3,2658.0,1884,0.627,83,0.93,0.709,0,2,2,4,0
6353,1,36,4,2,2,9090.0,1371,0.64,65,0.585,0.151,1,4,2,2,0
6354,5,28,3,2,3,2424.0,2169,0.613,76,0.767,0.895,0,6,2,4,0
6355,2,36,5,1,3,1438.3,0,0.565,75,0.705,0.0,0,2,1,4,0
6356,1,27,4,3,3,1438.3,0,0.481,40,0.333,0.0,0,4,1,4,0
6357,1,44,4,3,2,2303.0,540,0.57,46,0.704,0.234,0,2,2,5,0
6358,2,41,4,2,3,2792.0,887,0.793,81,0.8,0.318,1,2,0,0,0
6359,4,32,3,1,2,2900.0,1987,0.667,70,0.75,0.685,0,4,2,4,0
6360,2,33,3,3,3,2267.0,1283,0.761,81,0.8,0.566,0,2,1,4,0
6361,1,34,3,3,3,4189.0,2066,0.686,85,0.735,0.493,0,2,1,1,0
6362,4,39,6,3,2,12890.0,0,0.576,51,0.545,0.0,1,2,1,2,0
6363,2,26,6,1,2,3269.0,1434,0.63,66,0.65,0.439,0,2,2,5,0
6364,1,36,6,2,2,2759.0,2481,0.588,84,0.68,0.899,0,4,2,4,0
6365,5,37,3,2,2,1787.0,0,0.654,36,0.286,0.0,0,1,2,4,0
6366,3,33,4,2,3,6854.0,0,0.703,72,0.756,0.0,1,2,2,2,0
6367,1,27,3,2,2,2904.0,2517,0.624,46,0.586,0.867,1,1,2,3,0
6368,0,34,5,2,2,5293.0,1236,0.848,90,0.8,0.234,1,3,0,3,0
6369,3,49,4,2,1,1781.0,0,0.57,81,0.8,0.0,0,2,1,4,0
6370,3,36,4,3,2,3276.0,2353,0.725,92,0.736,0.718,1,6,1,2,0
6371,2,48,5,3,3,34516.0,1384,0.625,82,0.864,0.04,1,5,2,2,3
6372,4,30,3,3,2,14670.0,1900,0.806,83,0.766,0.13,1,3,3,2,0
6373,2,36,3,3,3,4375.0,0,0.621,53,0.472,0.0,0,3,1,1,0
6374,2,24,6,3,3,3448.0,1903,0.841,87,0.642,0.552,0,0,3,5,0
6375,2,33,5,3,3,2111.0,1761,0.753,46,0.769,0.834,1,2,1,3,0
6376,2,36,4,1,3,3123.0,0,0.513,81,0.723,0.0,0,0,2,4,0
6377,4,19,5,3,2,8374.0,0,0.885,59,1.034,0.0,1,2,1,1,0
6378,1,28,3,1,2,15713.0,1387,0.904,61,0.605,0.088,0,3,1,1,3
6379,0,36,6,3,2,4115.0,1231,0.745,61,1.179,0.299,0,6,2,1,0
6380,3,36,6,3,2,6925.0,0,0.821,36,0.44,0.0,1,5,2,3,0
6381,2,30,5,3,2,1898.0,725,0.664,64,1.065,0.382,0,3,1,5,0
6382,1,39,4,3,2,2021.0,1182,0.794,77,0.833,0.585,0,3,2,5,0
6383,3,13,5,3,3,1630.0,1008,0.695,67,0.595,0.618,0,5,2,4,0
6384,4,43,3,2,4,1538.0,0,0.684,43,0.483,0.0,0,2,2,1,0
6385,5,38,6,2,3,22639.0,1481,0.703,65,0.477,0.065,1,5,2,2,0
6386,3,19,5,1,2,2452.0,2423,0.778,63,0.8,0.988,0,4,1,4,0
6387,4,22,6,3,3,1438.3,1056,0.986,78,1.053,0.734,0,6,1,4,0
6388,2,24,5,2,3,9924.0,0,0.517,43,0.483,0.0,1,3,1,0,0
6389,2,26,4,2,2,2586.0,835,0.721,73,0.825,0.323,0,5,2,4,0
6390,1,52,6,3,3,2308.0,2094,0.722,77,0.75,0.907,0,6,1,4,0
6391,2,42,4,2,0,10514.0,1494,0.649,76,0.81,0.142,0,2,1,5,0
6392,3,44,3,3,3,1655.0,0,0.766,67,0.675,0.0,1,2,1,1,0
6393,2,25,4,2,2,2768.0,2228,0.864,86,0.87,0.805,0,2,2,1,0
6394,0,52,3,3,3,2533.0,2076,0.738,75,0.829,0.82,0,6,2,4,0
6395,2,42,6,3,2,25658.0,1721,0.592,85,0.635,0.067,1,2,1,3,0
6396,2,36,6,2,3,4410.0,2517,0.53,44,0.63,0.571,0,0,0,1,0
6397,4,39,6,3,2,3468.0,2517,0.746,39,0.345,0.726,0,5,3,4,0
6398,3,36,4,2,3,1438.3,0,0.709,70,0.667,0.0,0,4,1,4,0
6399,3,15,5,1,3,1438.3,0,0.689,48,0.6,0.0,0,3,3,5,0
6400,1,36,3,2,3,6968.0,1430,0.95,69,1.029,0.205,0,3,3,5,0
6401,3,22,3,1,3,2441.0,1670,0.697,73,0.553,0.684,0,2,2,1,0
6402,4,37,3,2,2,1836.0,0,0.323,28,0.167,0.0,0,4,2,4,0
6403,1,36,5,1,3,2560.0,1807,0.995,70,0.522,0.706,0,2,1,1,0
6404,4,36,4,1,2,32733.0,1448,0.655,54,0.862,0.044,1,0,1,3,0
6405,2,41,5,3,2,2964.0,2517,0.699,38,0.81,0.849,0,5,1,4,0
6406,1,29,6,1,2,8315.0,1008,0.718,66,0.61,0.121,1,6,3,3,0
6407,0,56,6,3,3,2279.0,1789,0.865,82,0.907,0.785,0,6,2,4,0
6408,4,48,5,1,2,34516.0,800,0.804,72,0.6,0.023,1,0,2,3,3
6409,4,39,5,1,2,1438.3,0,0.562,77,0.51,0.0,1,1,1,1,0
6410,3,36,6,2,3,2020.0,1103,0.942,85,0.932,0.546,0,3,2,4,0
6411,2,35,3,3,3,34516.0,0,0.767,44,0.63,0.0,0,3,3,5,1
6412,2,47,5,2,1,5261.0,1966,0.672,86,0.792,0.374,0,5,2,5,0
6413,3,31,3,3,1,2692.0,2039,0.853,73,0.78,0.757,0,3,1,5,0
6414,3,36,5,2,1,1994.0,0,0.829,69,0.568,0.0,0,4,1,1,0
6415,3,37,5,2,3,3290.0,0,0.841,84,0.615,0.0,1,2,0,2,0
6416,5,41,4,2,3,3035.0,1960,0.566,79,0.927,0.646,0,2,2,1,0
6417,2,36,4,3,1,2407.0,1552,0.62,86,0.755,0.645,0,2,2,1,0
6418,3,35,6,3,2,1781.0,0,0.693,35,0.75,0.0,0,0,1,4,0
6419,1,28,5,2,3,3680.0,0,0.729,41,0.577,0.0,0,5,1,4,0
6420,4,36,4,3,3,2740.0,2425,0.816,46,0.394,0.885,0,6,1,4,0
6421,2,31,4,6,3,4311.0,822,0.722,94,0.541,0.191,0,2,1,4,0
6422,3,32,5,3,3,1931.0,1297,1.037,66,0.833,0.672,0,3,2,4,0
6423,0,36,5,3,3,3604.0,1483,0.597,87,0.706,0.411,1,2,2,4,0
6424,2,34,6,2,2,2190.0,0,0.63,68,0.581,0.0,0,2,1,4,0
6425,2,36,3,1,2,8438.0,1825,0.589,89,0.712,0.216,0,5,3,4,0
6426,3,36,3,2,3,3413.0,2372,0.7,86,0.792,0.695,0,3,1,1,0
6427,0,14,3,2,1,2163.0,1942,0.582,57,0.781,0.898,0,2,3,4,0
6428,1,36,4,3,1,3595.0,1904,0.891,84,0.647,0.53,0,2,2,4,0
6429,1,41,5,3,3,9036.0,1080,0.742,83,0.66,0.12,1,2,1,0,0
6430,2,31,5,1,1,2315.0,1565,0.873,90,0.8,0.676,0,2,1,4,0
6431,4,27,4,3,2,34516.0,1043,0.69,59,0.639,0.03,1,5,1,3,3
6432,3,37,6,1,3,4008.0,1650,1.0,71,0.732,0.412,0,3,1,4,0
6433,3,30,6,2,3,3143.0,2517,0.959,79,0.881,0.801,0,2,1,4,0
6434,3,27,4,2,3,3427.0,0,0.5,63,0.5,0.0,1,5,2,3,0
6435,3,28,6,2,2,2699.0,564,0.683,78,0.814,0.209,0,2,2,4,0
6436,2,36,6,2,2,1538.0,0,0.706,79,0.881,0.0,0,2,2,4,0
6437,3,36,4,2,2,5573.0,1238,0.624,90,0.837,0.222,0,2,1,1,0
6438,3,35,5,3,2,2570.0,1764,0.786,85,0.771,0.686,1,3,3,3,0
6439,2,30,4,2,1,18008.0,2517,0.775,55,0.833,0.14,1,3,3,3,0
6440,0,39,5,3,3,34516.0,216,0.556,47,0.306,0.006,1,3,2,0,0
6441,4,36,3,2,3,13483.0,2517,0.733,72,0.6,0.187,0,5,1,5,0
6442,3,42,4,2,3,4349.0,1400,0.641,84,0.75,0.322,0,2,2,5,0
6443,3,36,4,1,3,11698.0,1060,1.282,81,0.929,0.091,1,0,2,2,0
6444,4,28,4,2,3,8318.0,2517,0.69,52,0.625,0.303,0,2,1,4,0
6445,2,41,5,2,3,1438.3,0,0.691,78,1.229,0.0,0,6,1,4,0
6446,2,43,1,3,2,1643.0,526,0.829,38,0.583,0.32,0,6,2,1,0
6447,4,27,5,1,2,1503.0,929,0.892,67,0.971,0.618,1,2,1,1,0
6448,2,35,3,3,2,2793.0,1517,0.712,72,0.895,0.543,0,6,1,4,0
6449,4,37,5,3,3,1438.3,0,0.835,66,0.833,0.0,0,0,0,1,0
6450,3,22,5,3,2,9094.0,0,0.631,76,0.727,0.0,1,3,1,3,0
6451,3,39,5,1,3,6362.0,1709,1.016,85,0.735,0.269,1,2,0,2,0
6452,1,47,6,1,1,2394.0,1427,0.803,82,0.783,0.596,0,6,2,4,0
6453,4,36,5,2,1,15100.0,2004,0.9,76,0.689,0.133,1,6,2,2,0
6454,2,47,3,4,2,2927.0,2517,0.419,60,0.875,0.86,0,2,1,4,0
6455,5,35,4,3,3,9030.0,2369,0.662,84,0.867,0.262,1,2,1,3,0
6456,2,36,6,2,1,1543.0,1041,0.92,84,0.647,0.675,0,6,2,4,0
6457,1,40,3,2,1,4941.0,1867,0.73,87,0.851,0.378,0,0,1,5,0
6458,1,36,3,2,2,2279.0,1432,0.855,74,0.947,0.628,0,3,1,5,0
6459,3,28,5,2,3,1877.0,1203,0.654,57,0.781,0.641,0,3,0,4,0
6460,2,46,5,1,1,1438.3,0,0.706,74,0.85,0.0,1,5,0,1,0
6461,5,27,4,2,1,1438.3,0,0.984,73,0.553,0.0,0,2,3,4,0
6462,3,28,5,1,1,9577.0,632,0.379,62,0.771,0.066,1,3,1,2,0
6463,2,36,6,1,1,5427.0,2177,0.824,73,0.622,0.401,1,4,0,2,0
6464,4,36,5,3,4,5913.0,1651,0.79,39,0.56,0.279,0,2,2,1,0
6465,3,26,3,2,2,2867.0,0,0.703,41,0.464,0.0,0,2,2,1,0
6466,1,29,3,2,2,2506.0,1362,0.844,82,0.745,0.543,0,3,2,4,0
6467,2,29,5,2,3,1693.0,1101,0.778,87,0.851,0.65,0,1,1,1,0
6468,1,36,4,2,2,3137.0,959,1.008,41,0.414,0.306,0,2,1,5,0
6469,3,40,6,2,3,2437.0,0,0.664,42,0.448,0.0,0,1,2,4,0
6470,1,28,6,0,2,1438.3,977,1.189,85,1.073,0.679,0,3,1,4,0
6471,3,41,5,3,3,3913.0,0,0.722,93,0.86,0.0,0,2,2,4,0
6472,2,36,6,2,2,4953.0,991,0.342,67,0.489,0.2,0,3,1,4,0
6473,3,33,4,2,3,5724.0,582,0.817,59,0.903,0.102,0,2,2,1,0
6474,3,25,5,0,3,1438.3,0,1.023,77,0.925,0.0,1,5,1,1,0
6475,2,36,3,3,2,1886.0,1023,0.708,81,0.884,0.542,0,6,2,4,0
6476,3,36,6,2,3,1451.0,599,0.752,35,0.458,0.413,0,2,2,1,0
6477,1,41,3,2,3,2950.0,1642,0.8,83,0.694,0.557,0,3,1,5,0
6478,0,30,5,2,3,1438.3,1223,0.491,43,0.593,0.85,0,0,2,1,0
6479,2,23,6,2,3,2024.0,901,0.659,84,0.75,0.445,0,2,3,1,0
6480,0,15,3,1,4,2299.0,0,0.663,47,0.469,0.0,0,0,2,5,0
6481,1,29,5,3,2,3291.0,1197,0.672,82,0.708,0.364,1,3,1,1,0
6482,2,36,3,2,2,1438.3,834,0.407,43,0.387,0.58,0,6,2,4,0
6483,5,34,3,1,3,2137.0,996,0.625,90,0.875,0.466,0,3,0,4,0
