,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
8459,1,28,1,6,3,2669.0,1649,0.63,74,0.609,0.618,1,2,2,4,0
1914,1,23,3,2,3,4500.0,0,0.626,63,0.703,0.0,1,3,2,4,0
3494,1,44,5,2,4,3104.0,1791,1.048,76,0.81,0.577,1,5,1,0,0
9756,1,36,2,3,3,11059.0,0,0.99,80,0.905,0.0,0,2,1,4,3
9873,1,55,5,5,3,34516.0,1642,0.709,95,0.696,0.048,1,3,2,2,3
6632,3,38,5,1,2,3027.0,1671,0.934,77,0.925,0.552,0,2,0,4,0
4990,2,32,4,1,1,2865.0,1176,0.665,61,0.906,0.41,1,6,2,2,0
2536,2,17,6,3,3,3176.0,0,0.652,67,0.457,0.0,1,2,0,1,0
1104,0,56,3,2,2,4234.0,1893,0.585,42,0.355,0.447,1,1,1,1,0
3875,3,33,6,3,1,7015.0,918,0.957,70,0.591,0.131,1,3,2,4,0
7732,2,38,3,2,1,1989.0,1003,0.677,70,0.75,0.504,0,2,1,1,0
1752,0,20,3,2,4,1438.3,0,0.506,20,0.053,0.0,0,5,2,4,0
5310,4,41,5,3,4,2340.0,1680,0.791,83,0.804,0.718,0,5,1,4,0
5952,2,36,4,2,2,3139.0,0,0.728,95,0.827,0.0,0,3,3,4,0
7169,1,23,4,1,1,2207.0,1527,0.861,64,1.133,0.692,0,2,3,4,0
2916,1,28,4,1,3,34516.0,774,0.989,74,0.805,0.022,1,5,0,3,0
8235,3,27,1,6,3,2917.0,1523,0.724,92,0.804,0.522,0,1,2,4,0
5754,3,25,5,3,3,4181.0,1604,0.659,74,0.574,0.384,0,5,2,5,0
152,1,31,2,2,3,18386.0,0,0.868,22,0.571,0.0,0,2,2,1,3
9436,3,33,2,1,1,13818.0,609,0.787,101,0.656,0.044,1,3,1,3,0
5679,3,24,4,1,2,2617.0,1508,1.393,60,0.818,0.576,0,6,0,4,0
3907,2,25,6,2,3,1438.3,0,0.783,75,0.596,0.0,0,3,2,1,0
9255,2,49,1,3,3,6380.0,2517,0.706,97,1.064,0.395,0,3,1,1,0
2552,2,36,3,3,2,2281.0,1677,1.027,58,1.071,0.735,1,5,0,3,0
2773,3,31,3,2,3,2937.0,2159,0.67,51,0.7,0.735,0,2,2,4,0
8524,1,52,6,4,3,14324.0,2507,0.433,56,0.647,0.175,1,2,2,2,0
3551,1,38,3,1,3,3773.0,1291,0.878,75,0.667,0.342,0,2,1,4,0
3722,4,41,3,1,3,3521.0,672,0.655,65,0.757,0.191,0,2,1,4,0
6831,3,32,3,3,2,2142.0,1369,0.666,88,0.66,0.639,1,4,2,1,0
520,3,47,5,2,0,1929.0,1540,1.142,50,0.786,0.798,0,6,1,1,0
8221,2,30,2,1,2,5070.0,0,0.536,85,0.771,0.0,0,5,1,4,0
4538,4,30,6,2,4,34516.0,1045,0.848,75,0.923,0.03,1,3,1,0,1
7502,4,39,6,2,3,7382.0,1326,0.806,65,0.667,0.18,0,6,2,1,0
1822,3,28,3,1,2,4646.0,1680,1.238,35,0.667,0.362,1,6,1,2,0
4086,3,36,3,2,2,3069.0,1881,1.111,58,1.522,0.613,1,0,2,1,0
6329,3,34,5,3,3,14201.0,0,0.574,47,0.679,0.0,1,2,1,2,0
8856,2,31,2,3,3,31497.0,2192,0.868,92,0.533,0.07,1,2,1,2,3
7536,1,23,6,1,1,2033.0,1832,0.938,74,0.947,0.901,1,5,2,2,0
7954,2,36,2,3,2,4287.0,0,0.807,82,0.708,0.0,0,2,1,1,0
309,4,36,2,1,1,9684.0,2475,0.697,31,2.1,0.256,0,5,1,4,0
7932,3,30,2,3,3,4618.0,0,0.717,49,0.75,0.0,1,0,1,3,0
8521,1,43,2,1,2,3391.0,1696,0.537,77,0.711,0.5,0,6,1,1,0
7520,3,51,5,1,0,2894.0,0,0.886,87,0.706,0.0,0,0,2,4,0
3599,0,40,6,2,2,5450.0,1674,0.588,77,0.711,0.307,0,3,1,1,0
3622,2,36,6,1,2,14164.0,1525,0.543,59,0.686,0.108,1,6,1,3,0
3811,3,31,2,3,4,4946.0,0,0.54,38,0.407,0.0,0,2,2,5,0
6005,4,38,4,2,3,2505.0,0,0.8,80,0.86,0.0,0,6,3,1,0
3450,3,36,5,2,4,2964.0,2043,0.692,69,0.468,0.689,0,6,1,4,0
4591,2,28,3,1,3,1711.0,0,0.983,77,0.925,0.0,1,2,2,1,0
205,1,35,3,2,2,10514.0,1580,0.504,27,0.8,0.15,0,3,0,4,3
9965,4,36,3,1,4,34516.0,2205,0.897,98,0.922,0.064,1,6,1,0,3
1135,4,36,6,1,3,34516.0,1140,0.815,45,0.957,0.033,1,3,2,3,1
9504,1,14,2,3,3,3848.0,0,0.841,105,0.694,0.0,0,4,2,4,0
2749,1,56,3,2,5,3539.0,2517,0.346,31,0.632,0.711,1,2,1,4,0
3613,0,36,3,3,4,3788.0,1325,0.607,65,0.477,0.35,1,0,3,4,0
305,2,42,3,3,0,24221.0,1707,0.816,40,0.538,0.07,1,2,1,0,0
1849,0,49,6,2,4,2833.0,1609,0.78,23,1.3,0.568,0,3,1,4,0
7618,2,44,3,3,3,1473.0,0,0.92,48,0.6,0.0,0,0,1,4,0
9187,1,53,1,1,2,6157.0,581,0.583,65,0.548,0.094,1,2,3,2,0
1988,3,37,3,3,3,14551.0,2517,0.92,35,0.591,0.173,1,3,1,2,0
3240,2,36,6,2,3,15704.0,0,0.924,91,0.685,0.0,0,3,1,5,0
2798,2,36,3,1,3,3414.0,1473,0.597,49,1.13,0.431,0,4,2,4,0
4515,3,39,6,3,2,1457.0,563,0.711,69,0.568,0.386,0,6,1,1,0
5630,1,32,3,3,3,1780.0,1338,0.966,87,0.673,0.752,0,2,3,4,0
7925,1,36,1,3,3,3073.0,2517,0.841,77,0.974,0.819,0,3,1,4,0
3109,0,33,5,4,4,11741.0,1560,0.773,41,0.783,0.133,1,2,1,2,0
4939,1,36,6,3,0,4006.0,1646,0.746,89,0.534,0.411,0,0,0,4,0
4059,1,42,6,3,2,2517.0,1257,0.834,75,0.786,0.499,0,2,2,4,0
1987,0,26,6,3,3,6942.0,0,0.544,71,0.69,0.0,1,2,2,4,0
7361,2,37,3,2,2,8446.0,908,0.604,67,0.763,0.108,0,3,1,5,0
8991,1,37,2,2,2,20708.0,1357,0.852,88,0.571,0.066,1,2,1,2,0
6803,1,36,5,4,1,5204.0,0,1.008,82,0.864,0.0,0,2,3,1,0
383,2,36,4,3,3,7231.0,2381,0.996,23,1.3,0.329,1,3,1,2,0
5634,5,42,6,3,3,12882.0,1402,0.783,84,0.647,0.109,1,2,1,3,0
4307,2,25,6,4,2,2978.0,0,0.49,95,0.583,0.0,1,3,0,2,0
3388,3,36,4,3,2,1438.3,1002,1.306,25,0.667,0.697,0,2,2,4,0
3156,3,39,3,2,3,5996.0,865,0.511,77,0.481,0.144,1,5,3,2,0
6053,4,41,3,3,3,2447.0,1267,0.449,37,0.37,0.518,0,6,1,4,0
10122,2,40,3,2,3,4003.0,1851,0.703,117,0.857,0.462,1,2,2,1,0
2727,2,36,4,2,4,28830.0,0,0.786,57,0.966,0.0,1,3,2,3,0
6517,2,36,5,3,3,2788.0,1826,0.521,67,0.595,0.655,0,1,0,1,0
6462,3,28,5,1,1,9577.0,632,0.379,62,0.771,0.066,1,3,1,2,0
8798,3,40,1,2,2,11128.0,2517,0.8,93,0.661,0.226,0,2,2,4,3
8409,2,21,1,1,1,3967.0,1476,0.626,66,0.833,0.372,0,6,2,4,0
6215,3,21,2,2,2,1576.0,0,0.789,56,1.0,0.0,0,3,2,4,0
3832,2,36,6,3,2,4207.0,1921,0.766,75,0.562,0.457,1,3,1,1,0
8819,3,36,2,3,2,12406.0,1980,0.791,90,0.5,0.16,0,2,0,5,0
4776,2,36,5,2,4,3589.0,1808,0.75,70,0.667,0.504,0,2,1,4,0
4276,3,36,6,2,4,17811.0,643,0.842,79,0.646,0.036,1,6,1,2,0
253,0,48,2,4,3,3616.0,1054,0.616,17,0.545,0.291,1,3,2,1,0
7429,0,41,6,2,3,7507.0,1697,1.098,71,1.029,0.226,0,5,2,1,0
9712,4,42,3,2,1,30885.0,2018,0.904,115,0.62,0.065,1,4,2,3,0
9569,3,47,2,5,4,4841.0,859,1.003,87,0.977,0.177,0,5,2,4,0
278,4,30,5,2,2,17682.0,2481,1.302,31,1.214,0.14,1,5,0,3,0
3252,1,55,6,1,4,34516.0,2517,0.945,63,0.537,0.073,1,6,2,3,0
2480,2,31,3,2,5,11862.0,2282,0.837,74,0.85,0.192,1,4,2,1,0
289,3,46,2,2,3,1900.0,1376,0.89,45,0.607,0.724,0,1,1,5,0
6264,2,36,5,1,3,3761.0,2121,0.694,79,0.927,0.564,0,3,1,4,0
3075,2,43,4,2,4,9919.0,0,0.496,70,0.842,0.0,0,4,0,4,0
4073,2,36,2,3,0,1610.0,0,0.889,45,0.406,0.0,0,2,2,4,0
7807,1,43,3,3,1,10431.0,2163,0.64,69,0.865,0.207,0,0,1,5,0
6590,2,39,3,2,3,2426.0,1589,0.87,82,0.822,0.655,0,6,2,4,0
6108,1,25,4,1,2,1793.0,1141,0.715,88,0.76,0.636,1,3,2,1,0
5089,5,33,5,2,2,1438.3,668,0.931,78,0.773,0.464,0,2,2,4,0
6874,2,27,6,1,3,3061.0,2517,0.809,89,0.618,0.822,0,6,2,4,0
9290,4,33,2,2,2,34516.0,1848,0.775,103,0.689,0.054,1,0,2,0,1
9840,0,31,4,3,3,16565.0,1200,0.68,99,0.8,0.072,1,3,1,2,0
8510,4,38,1,4,1,2444.0,0,0.788,50,1.174,0.0,1,5,1,1,0
9076,2,39,2,2,2,21754.0,0,0.83,104,0.763,0.0,0,5,0,1,3
6300,2,45,4,2,3,1438.3,0,0.744,80,0.818,0.0,0,0,0,4,0
7968,3,36,1,3,3,1930.0,952,0.67,80,0.818,0.493,0,6,2,4,0
270,3,43,6,1,3,5279.0,1115,0.549,41,0.519,0.211,1,6,2,1,0
6009,1,38,4,1,3,1737.0,0,0.953,78,0.625,0.0,0,2,2,4,0
4570,3,36,4,3,1,1986.0,1614,0.554,64,0.73,0.813,0,3,2,4,0
8077,1,43,2,3,1,2559.0,1514,0.57,69,0.643,0.592,0,1,1,4,0
3565,1,53,6,2,3,10775.0,1787,0.648,70,0.75,0.166,1,2,2,5,0
2971,3,36,3,1,3,34516.0,0,0.852,48,0.548,0.0,1,3,2,0,0
6377,4,19,5,3,2,8374.0,0,0.885,59,1.034,0.0,1,2,1,1,0
8882,2,23,5,2,3,17894.0,304,0.965,63,0.465,0.017,1,2,0,1,3
4207,4,41,5,3,3,2509.0,0,0.702,41,0.367,0.0,0,2,2,5,0
3218,4,43,1,3,2,13720.0,0,0.671,36,0.241,0.0,1,5,2,2,0
1391,1,50,5,3,4,3566.0,1401,0.903,54,0.8,0.393,0,6,1,4,0
3975,4,33,6,3,2,6230.0,1173,0.607,77,0.54,0.188,0,2,1,1,0
4316,3,36,3,2,2,2589.0,2052,0.636,68,0.789,0.793,0,3,2,4,0
6888,1,39,4,3,2,5856.0,2007,0.727,87,0.642,0.343,1,0,2,3,0
7551,3,34,6,2,1,2725.0,2517,0.482,66,0.692,0.924,0,2,1,4,0
7656,5,24,3,2,2,4430.0,2203,1.046,49,0.4,0.497,0,3,3,1,0
83,1,52,2,3,3,10133.0,1417,0.383,20,0.818,0.14,0,2,1,5,0
873,3,40,6,3,1,12059.0,1978,0.877,36,0.895,0.164,0,2,1,5,0
9728,2,28,1,1,1,7790.0,1921,0.789,131,0.617,0.247,1,2,2,0,0
7845,2,37,1,3,2,13384.0,0,0.696,77,0.674,0.0,0,3,1,4,3
4557,3,28,5,3,1,31743.0,1332,0.665,73,0.622,0.042,1,2,3,3,0
4500,3,33,6,2,1,2255.0,1647,0.848,76,0.767,0.73,0,1,1,4,0
4647,5,31,5,1,2,7567.0,2496,0.709,60,0.579,0.33,1,1,2,0,0
2038,3,36,3,2,1,24703.0,1085,0.998,63,0.575,0.044,0,1,2,5,0
9817,3,17,1,1,2,4116.0,1473,1.023,70,0.892,0.358,1,2,2,3,0
7106,3,36,3,4,2,2713.0,2201,0.716,79,0.612,0.811,1,6,2,3,0
2450,1,30,6,1,2,5494.0,2078,0.79,58,0.871,0.378,0,5,2,4,0
3954,1,36,2,3,4,28618.0,0,0.685,41,0.414,0.0,1,2,2,0,0
2329,0,22,4,2,1,3273.0,2517,1.465,57,0.727,0.769,0,3,1,4,0
9244,0,50,2,4,3,21398.0,0,0.695,53,0.767,0.0,1,0,2,3,0
7243,3,35,6,3,2,25219.0,1503,0.944,87,0.642,0.06,1,6,2,2,3
5042,3,35,1,3,3,5398.0,0,0.621,36,0.333,0.0,0,6,2,4,0
9484,2,19,1,2,3,5871.0,1829,0.81,117,0.746,0.312,1,2,2,4,0
4746,3,33,5,1,1,6225.0,1596,0.826,71,0.651,0.256,0,3,3,4,0
9487,1,23,1,3,1,8147.0,1750,0.751,114,0.869,0.215,1,5,1,1,0
8332,3,26,5,2,5,2190.0,0,0.691,40,0.6,0.0,0,6,1,4,0
6681,1,35,4,4,2,2411.0,1379,0.869,79,0.717,0.572,0,2,2,5,0
6828,2,36,5,5,1,1438.3,0,0.686,84,0.714,0.0,0,0,1,4,0
9597,1,36,4,3,3,23714.0,0,0.981,62,0.824,0.0,1,4,3,3,0
2401,2,46,4,1,3,27029.0,1347,0.381,27,0.421,0.05,1,3,1,0,0
5520,2,33,3,2,2,2417.0,0,0.389,38,0.407,0.0,0,2,1,4,0
1216,3,30,3,3,2,2420.0,1422,0.731,24,0.714,0.588,0,2,0,5,0
8809,2,46,2,1,1,10795.0,0,0.855,81,0.528,0.0,1,6,2,3,0
6020,2,36,5,1,0,6931.0,1380,0.795,64,0.882,0.199,0,5,3,5,0
7061,5,36,4,1,2,4100.0,1956,0.617,61,0.743,0.477,1,6,3,2,0
1064,5,47,4,1,3,6065.0,1728,0.417,27,0.688,0.285,1,2,1,3,0
3786,3,35,5,1,4,16054.0,0,0.446,75,0.705,0.0,1,5,2,3,0
4410,2,36,5,1,4,1994.0,1175,0.794,82,0.547,0.589,0,3,1,4,0
7055,2,43,3,2,1,34516.0,1156,0.633,65,0.585,0.033,1,6,1,0,0
6953,3,36,4,2,1,2281.0,1548,0.739,78,0.857,0.679,0,6,1,4,0
5523,3,41,3,3,2,1547.0,0,0.845,43,0.303,0.0,0,3,1,4,0
5996,3,36,3,1,2,3147.0,2453,0.744,82,0.952,0.779,0,2,1,4,0
8949,2,36,2,2,3,34516.0,1066,0.846,98,0.75,0.031,0,2,2,5,3
5888,4,29,6,3,0,2712.0,2411,0.844,82,0.907,0.889,0,3,1,4,0
2161,3,36,6,2,5,8682.0,1647,0.971,36,0.8,0.19,1,5,1,1,0
3008,2,36,6,1,3,11239.0,1375,0.94,89,0.78,0.122,0,2,1,1,0
1105,1,28,4,3,2,15987.0,0,1.494,65,0.806,0.0,0,2,2,4,1
7328,3,38,5,3,1,5536.0,0,0.695,82,0.822,0.0,0,3,2,1,0
692,4,36,6,1,2,32156.0,1791,0.906,39,1.167,0.056,0,6,1,5,3
7722,1,43,1,3,1,34516.0,1163,0.725,71,0.821,0.034,0,2,0,5,3
4956,2,36,3,2,1,2238.0,0,0.452,42,0.5,0.0,1,2,2,2,0
8390,3,37,1,1,3,32106.0,0,0.678,83,0.729,0.0,1,4,3,3,0
8589,1,36,2,2,3,6224.0,2201,0.832,70,0.628,0.354,1,3,1,2,1
4369,2,34,5,3,1,5371.0,1499,0.737,66,0.65,0.279,0,2,1,4,0
2765,2,43,6,3,2,5882.0,2335,0.579,30,0.667,0.397,1,2,1,0,0
3929,3,36,6,2,2,5014.0,1887,0.806,66,0.571,0.376,1,6,1,3,0
7337,3,28,3,3,2,2590.0,0,0.63,66,0.833,0.0,0,3,1,4,0
8849,3,33,1,2,3,4174.0,2507,0.832,86,0.755,0.601,0,3,1,4,0
7739,3,37,2,3,0,3085.0,966,0.777,79,0.646,0.313,0,0,1,5,0
6584,2,31,6,2,3,2552.0,2220,0.782,61,1.033,0.87,0,6,1,4,0
628,3,24,3,2,2,10584.0,1550,0.692,33,0.32,0.146,0,2,1,5,0
2451,1,14,6,1,0,7571.0,2264,0.696,49,0.485,0.299,1,4,1,0,0
6423,0,36,5,3,3,3604.0,1483,0.597,87,0.706,0.411,1,2,2,4,0
6768,3,34,4,5,2,1533.0,728,0.906,83,0.766,0.475,0,2,1,1,0
3824,2,24,3,2,4,14320.0,0,0.754,77,0.791,0.0,1,0,3,3,0
9096,4,36,2,2,3,34516.0,2443,0.827,105,0.721,0.071,1,2,2,0,3
2652,2,36,3,3,4,34516.0,1954,0.436,52,0.486,0.057,1,4,2,2,3
9227,0,50,1,4,2,29239.0,0,1.057,65,0.585,0.0,1,0,1,3,0
3743,4,36,5,3,2,4944.0,1151,0.801,64,0.829,0.233,0,6,3,4,0
2176,4,50,5,2,3,18431.0,902,1.296,61,0.848,0.049,1,5,2,1,3
10032,4,40,5,3,5,13704.0,2127,0.805,116,0.681,0.155,0,3,2,4,3
9383,3,35,1,1,2,34516.0,1638,0.761,121,0.833,0.047,1,2,1,0,0
3318,3,44,5,2,1,2222.0,694,0.903,65,0.711,0.312,0,2,3,5,0
9941,1,36,4,3,3,9550.0,2517,0.713,116,0.841,0.264,0,2,1,4,0
2787,3,42,6,2,2,16411.0,1179,0.849,71,0.732,0.072,0,5,2,5,0
4105,0,24,5,3,1,3436.0,2493,0.824,90,0.765,0.726,0,6,1,4,0
8403,2,45,1,3,3,1860.0,0,0.778,62,0.722,0.0,0,2,1,4,0
1676,1,18,6,3,3,2032.0,1003,1.005,46,0.586,0.494,1,2,1,4,0
3947,2,36,5,3,0,22143.0,730,0.871,62,0.632,0.033,1,3,2,3,0
4444,0,40,5,2,2,1845.0,1076,1.016,76,0.551,0.583,0,6,2,4,0
2936,0,21,5,2,2,1677.0,0,1.369,50,0.613,0.0,0,0,1,4,0
6851,2,40,5,3,1,1438.3,0,0.825,92,0.704,0.0,0,0,1,1,0
8876,4,36,1,1,2,3244.0,0,0.765,97,0.54,0.0,0,0,1,4,0
5722,0,36,3,3,3,1467.0,0,0.739,74,0.85,0.0,1,6,2,2,0
7649,2,36,3,3,3,1863.0,1853,0.829,40,0.29,0.995,0,5,0,4,0
2503,0,48,3,2,4,20803.0,1446,0.736,43,0.654,0.07,1,6,2,2,0
8591,3,39,3,3,2,21322.0,2216,0.921,91,0.569,0.104,1,3,2,3,0
2369,1,36,6,1,3,12786.0,1880,0.702,19,0.462,0.147,1,6,1,3,0
4967,3,28,3,1,3,6608.0,2270,0.75,58,0.657,0.344,0,5,0,1,0
5883,0,17,4,2,3,2787.0,1761,0.67,89,0.648,0.632,0,2,2,4,0
2217,4,25,4,3,3,5846.0,1732,0.611,41,0.64,0.296,1,5,1,3,0
5847,4,44,4,2,3,1656.0,929,0.898,79,0.681,0.561,0,3,1,4,0
2218,1,27,3,1,2,8063.0,2149,0.722,49,0.69,0.267,1,3,1,2,0
3326,4,36,4,3,4,34516.0,1893,0.748,76,1.0,0.055,0,2,2,5,3
6926,1,33,6,1,2,2255.0,0,0.73,81,0.884,0.0,1,2,2,1,0
3583,4,35,4,2,3,2527.0,1419,0.797,68,0.943,0.562,1,4,1,2,0
9949,4,36,2,3,5,7684.0,0,0.61,68,0.789,0.0,1,2,1,0,0
3619,1,43,5,3,3,7199.0,1031,1.212,73,0.698,0.143,1,2,3,4,0
6217,3,26,4,2,1,2973.0,1136,0.729,87,0.776,0.382,1,5,2,2,0
7918,1,45,2,2,3,6519.0,2178,0.739,71,0.732,0.334,0,6,2,5,0
9549,3,39,1,2,3,10186.0,1608,0.712,106,0.767,0.158,0,2,1,4,3
3115,2,34,5,1,4,2267.0,0,0.875,84,0.75,0.0,1,2,0,2,0
85,2,47,5,3,0,3085.0,1910,0.921,35,0.667,0.619,1,2,1,2,0
9123,3,31,1,3,2,8694.0,1117,0.842,105,0.694,0.128,0,2,0,4,0
5973,2,53,6,3,2,2195.0,1917,0.535,65,0.625,0.873,0,1,2,4,0
2801,3,31,6,2,4,12165.0,0,1.16,74,0.682,0.0,1,2,2,3,0
3671,3,35,4,3,3,2297.0,1044,0.591,65,0.711,0.455,0,3,2,1,0
3667,5,34,1,4,1,5155.0,0,1.014,45,0.607,0.0,0,6,2,4,0
9918,2,25,3,2,2,25187.0,2209,0.799,96,0.778,0.088,1,2,0,3,0
5158,2,36,6,2,4,2611.0,1824,0.711,80,0.633,0.699,0,2,2,5,0
5725,3,27,3,3,3,1438.3,0,0.845,78,0.696,0.0,0,3,2,4,0
4590,1,36,6,2,4,1438.3,0,0.657,89,0.745,0.0,0,4,2,4,0
2019,3,19,2,3,4,3100.0,2517,0.35,12,0.2,0.812,1,0,1,2,0
8045,1,36,2,3,2,1438.3,0,0.665,76,0.767,0.0,0,2,1,4,0
2525,0,18,6,2,3,2598.0,1645,0.765,59,0.903,0.633,1,1,2,2,0
7517,1,39,3,1,1,1663.0,0,0.707,86,0.654,0.0,0,1,1,4,0
9235,0,20,1,1,3,4342.0,893,0.878,116,0.758,0.206,1,5,2,4,0
3212,1,46,5,2,4,8596.0,2019,0.677,80,0.6,0.235,1,5,1,0,0
519,1,39,3,2,3,27512.0,2137,1.048,25,0.562,0.078,1,6,2,0,0
5366,3,36,4,2,4,2396.0,2217,0.978,74,0.721,0.925,0,2,1,4,0
6955,2,31,6,3,3,3222.0,0,0.786,80,0.778,0.0,0,2,1,4,0
2895,1,38,3,1,4,11373.0,1319,0.693,35,0.75,0.116,1,6,2,3,0
244,2,46,6,2,3,1982.0,1289,0.939,49,0.69,0.65,1,2,1,3,0
5930,4,39,6,3,1,2035.0,1343,0.835,86,0.686,0.66,0,0,3,4,0
4714,3,27,6,2,1,5363.0,0,0.67,78,0.625,0.0,0,5,2,5,0
9327,0,24,6,2,2,4109.0,0,0.949,77,0.481,0.0,1,0,2,2,0
3425,2,30,3,1,4,3734.0,0,0.954,62,0.722,0.0,0,6,1,4,0
6930,3,40,6,3,3,1844.0,1232,0.588,71,0.651,0.668,1,0,1,3,0
8923,2,35,1,6,3,5791.0,1957,0.654,93,0.722,0.338,1,2,2,1,0
6912,2,38,6,3,1,1963.0,1112,0.761,67,0.763,0.566,0,6,1,1,0
6824,3,24,5,1,3,4568.0,2025,0.849,85,0.848,0.443,0,5,1,5,0
6360,2,33,3,3,3,2267.0,1283,0.761,81,0.8,0.566,0,2,1,4,0
7454,4,26,5,3,0,2206.0,1110,0.746,92,0.614,0.503,0,2,2,4,0
5509,3,41,3,3,4,2930.0,1901,0.638,75,0.596,0.649,1,5,2,3,0
6297,1,36,3,2,2,4943.0,1204,0.417,82,0.783,0.244,0,1,3,4,0
2001,5,43,4,2,3,8154.0,0,0.964,72,0.946,0.0,0,2,1,4,0
885,0,44,6,3,1,2945.0,2206,0.983,35,0.842,0.749,0,6,1,4,0
869,2,35,4,3,2,7410.0,2517,1.924,37,1.176,0.34,1,0,1,2,0
9811,1,23,1,2,3,4065.0,230,0.779,64,0.73,0.057,0,2,1,4,0
5720,3,34,5,1,2,1611.0,0,0.731,78,0.857,0.0,1,0,1,1,0
356,1,25,3,2,0,7984.0,1503,0.797,39,1.167,0.188,1,5,1,2,0
10033,2,32,4,1,4,4423.0,1643,0.724,112,0.623,0.371,1,3,2,4,0
5451,4,37,5,1,4,7492.0,1399,0.533,67,0.675,0.187,0,2,0,4,0
8299,2,29,2,3,1,3170.0,2330,0.858,91,0.978,0.735,0,3,3,4,0
6625,0,47,5,1,3,4541.0,1037,0.825,44,0.467,0.228,1,6,1,2,0
7915,0,36,6,3,3,1732.0,0,0.683,43,0.536,0.0,0,6,0,4,0
1275,1,34,4,2,2,3250.0,1698,0.767,58,0.568,0.522,1,3,1,0,0
1890,0,19,3,3,4,3480.0,0,0.731,75,0.829,0.0,1,3,2,4,0
9920,4,34,5,1,1,18142.0,0,0.857,95,0.792,0.0,1,2,1,2,0
6758,3,36,5,3,3,3747.0,2268,0.709,87,0.74,0.605,0,5,2,4,0
9303,1,36,2,3,3,19252.0,751,0.814,112,0.623,0.039,1,6,1,0,0
3563,3,35,5,3,2,3538.0,0,0.653,74,0.762,0.0,1,2,1,1,0
5787,1,47,6,2,2,2799.0,0,0.689,88,0.571,0.0,0,2,1,1,0
4958,4,36,3,1,3,20485.0,0,0.751,51,1.04,0.0,1,2,1,3,0
1546,2,34,4,1,3,19259.0,2266,0.92,27,0.929,0.118,1,6,1,3,0
6193,1,31,6,3,3,6236.0,1204,0.817,84,0.826,0.193,1,5,1,4,0
2380,1,26,4,3,2,4008.0,1841,1.504,58,1.148,0.459,1,3,1,2,0
3823,4,36,5,2,4,1687.0,1290,0.709,87,0.706,0.765,0,5,2,4,0
3232,2,20,6,1,3,11068.0,1254,0.418,64,0.641,0.113,1,0,2,1,0
8507,1,36,2,3,2,3626.0,795,0.896,42,0.556,0.219,0,6,3,4,0
3306,2,38,1,2,3,4915.0,464,0.242,36,0.091,0.094,1,3,2,3,0
492,1,52,6,1,2,17561.0,0,0.94,33,1.2,0.0,0,5,0,5,0
3499,3,36,5,1,2,5489.0,1189,0.95,64,0.882,0.217,1,5,2,2,0
6855,1,22,6,3,2,9817.0,848,0.793,85,0.848,0.086,0,3,2,5,0
1116,4,37,5,1,2,34516.0,1797,1.314,30,0.875,0.052,1,3,3,3,1
5637,2,22,4,2,2,1843.0,1293,0.349,61,0.694,0.702,0,5,3,1,0
8888,1,38,4,2,2,13174.0,0,0.955,49,0.485,0.0,1,4,2,3,0
6146,3,29,4,2,3,1966.0,1452,0.621,74,0.682,0.739,0,6,2,4,0
9993,3,27,4,2,2,3676.0,673,0.629,105,0.78,0.183,1,1,1,3,0
8889,1,36,1,1,2,11210.0,1079,0.651,86,0.536,0.096,1,2,2,5,0
9174,5,25,1,3,3,25601.0,1384,0.745,100,0.852,0.054,1,3,1,3,0
8333,0,44,1,1,3,2596.0,1929,0.609,87,0.812,0.743,0,5,1,4,0
8725,2,49,1,2,3,9678.0,1710,0.745,90,0.579,0.177,0,3,2,4,0
8182,4,32,2,1,3,3519.0,1336,0.506,68,0.619,0.38,1,3,1,5,0
3645,2,36,4,3,2,9617.0,2035,1.004,76,0.854,0.212,1,4,1,1,0
2500,3,36,3,2,3,1575.0,592,0.236,15,0.154,0.376,0,2,1,5,0
5677,2,31,3,3,3,2580.0,2137,1.056,40,0.481,0.828,0,2,1,4,0
5241,4,31,6,3,2,11882.0,1472,0.413,62,0.722,0.124,1,2,1,3,0
6708,2,34,3,3,1,2069.0,550,0.783,43,0.433,0.266,0,3,2,5,0
2783,0,13,2,3,3,2010.0,1070,0.906,85,0.635,0.532,0,0,1,1,0
6158,3,33,6,2,3,2016.0,972,0.685,82,0.745,0.482,0,2,2,4,0
3809,5,40,5,1,3,2950.0,2000,0.882,79,0.837,0.678,0,6,1,4,0
6810,4,36,1,3,2,3546.0,0,0.791,47,0.469,0.0,0,3,1,4,0
8760,2,39,1,1,2,34516.0,1118,0.671,74,0.609,0.032,1,2,1,3,3
8027,1,41,1,1,3,12764.0,0,0.71,64,0.882,0.0,1,5,2,0,0
1696,4,34,4,3,3,23539.0,1261,0.484,38,0.462,0.054,1,3,3,3,0
